best_fitness,generation,wrong_actions,loops,dead_ends,distance,first_winner
0,71,103,82,0,0,71
0,214,116,95,0,0,214
0,249,108,81,0,0,249
0,215,96,84,0,0,215
0,33,113,79,0,0,33
0,274,112,84,0,0,274
0,168,101,78,0,0,168
0,459,77,54,0,0,459
0,47,114,79,0,0,47
0,141,124,101,26,0,141
0,125,101,79,0,0,125
0,13,123,94,9,0,13
0,48,97,80,0,0,48
0,7,110,82,0,0,7
0,105,97,75,0,0,105
0,339,107,85,0,0,339
0,100,130,94,0,0,100
0,203,87,65,0,0,203
0,60,112,80,0,0,60
0,115,110,84,4,0,115
0,175,99,70,0,0,175
0,156,94,87,0,0,156
0,42,112,87,0,0,42
0,383,98,78,0,0,383
0,76,73,59,0,0,76
0,128,125,102,0,0,128
0,211,117,97,0,0,211
0,116,85,80,0,0,116
0,218,111,82,0,0,218
0,392,113,85,0,0,392
0,169,105,65,0,0,169
0,84,101,74,0,0,84
0,142,102,77,0,0,142
0,185,107,82,0,0,185
0,140,98,82,0,0,140
0,228,111,87,2,0,228
0,228,113,76,0,0,228
0,222,92,75,0,0,222
0,260,118,77,0,0,260
0,264,111,83,0,0,264
0,175,120,84,0,0,175
0,153,109,78,0,0,153
0,18,142,101,0,0,18
0,105,95,98,0,0,105
0,152,71,73,8,0,152
0,176,123,97,0,0,176
0,347,106,74,0,0,347
0,321,85,70,0,0,321
0,158,137,104,0,0,158
0,157,89,75,0,0,157
0,150,89,63,5,0,150
0,164,98,77,0,0,164
0,208,77,65,0,0,208
0,193,132,95,0,0,193
0,67,126,96,35,0,67
0,78,111,80,0,0,78
0,255,124,96,0,0,255
0,205,84,67,0,0,205
0,20,108,101,0,0,20
0,94,121,94,0,0,94
0,182,93,80,0,0,182
0,97,115,78,0,0,97
0,203,84,78,0,0,203
0,87,131,102,0,0,87
0,224,100,95,1,0,224
0,99,102,89,0,0,99
0,435,116,85,13,0,435
0,19,112,94,20,0,19
0,165,101,80,0,0,165
0,130,84,63,0,0,130
0,309,88,64,0,0,309
0,26,110,90,0,0,26
0,26,107,95,0,0,26
0,11,94,62,0,0,11
0,70,106,87,0,0,70
0,50,107,97,0,0,50
0,50,106,81,6,0,50
0,109,87,77,0,0,109
0,188,112,91,0,0,188
0,205,68,62,0,0,205
0,14,95,74,0,0,14
0,372,97,81,0,0,372
0,115,101,84,0,0,115
0,65,115,91,0,0,65
0,204,127,100,20,0,204
0,81,115,96,0,0,81
0,128,112,89,0,0,128
0,167,87,67,0,0,167
0,52,123,101,11,0,52
0,23,120,102,3,0,23
0,129,82,69,0,0,129
0,213,86,61,0,0,213
0,111,108,89,0,0,111
0,144,110,79,9,0,144
0,62,86,76,0,0,62
0,188,106,96,0,0,188
0,188,121,101,15,0,188
0,122,110,86,0,0,122
0,249,103,84,0,0,249
0,104,134,100,0,0,104
