best_fitness,generation,wrong_actions,loops,dead_ends,distance,first_winner
0,70,130,94,0,0,70
0,79,97,86,0,0,79
0,95,108,91,10,0,95
0,20,108,91,0,0,20
0,150,105,78,5,0,150
0,63,123,96,0,0,63
0,63,84,82,0,0,63
0,146,117,103,0,0,146
0,244,88,76,0,0,244
0,49,85,64,0,0,49
0,158,103,77,0,0,158
0,74,108,87,0,0,74
0,22,108,68,20,0,22
0,78,97,73,0,0,78
0,96,87,64,0,0,96
0,88,109,92,2,0,88
0,91,121,82,0,0,91
0,90,74,67,0,0,90
0,193,68,56,0,0,193
0,45,128,108,0,0,45
0,62,126,105,0,0,62
0,38,96,80,11,0,38
0,141,107,91,0,0,141
0,79,89,62,2,0,79
0,64,89,72,0,0,64
0,8,71,60,0,0,8
0,115,63,48,4,0,115
0,67,98,61,0,0,67
0,61,128,91,0,0,61
0,293,93,71,0,0,293
0,5,116,87,0,0,5
0,85,104,86,0,0,85
0,29,76,63,0,0,29
0,60,106,101,5,0,60
0,35,104,84,0,0,35
0,162,135,88,2,0,162
0,33,116,84,11,0,33
0,38,119,90,27,0,38
0,41,78,50,0,0,41
0,65,96,79,0,0,65
0,63,108,88,0,0,63
0,34,114,78,0,0,34
0,9,82,53,1,0,9
0,105,111,85,20,0,105
0,67,86,79,0,0,67
0,86,122,107,0,0,86
0,119,123,93,0,0,119
0,8,108,84,0,0,8
0,146,134,103,36,0,146
0,20,111,77,0,0,20
0,129,96,75,2,0,129
0,63,93,84,0,0,63
0,41,107,72,0,0,41
0,67,86,83,0,0,67
0,66,114,79,0,0,66
0,67,118,83,0,0,67
0,33,107,80,0,0,33
0,30,99,78,0,0,30
0,36,99,69,0,0,36
0,14,116,82,0,0,14
0,211,97,68,0,0,211
0,136,98,85,0,0,136
0,86,84,68,9,0,86
0,32,127,92,11,0,32
0,64,91,64,0,0,64
0,57,109,98,0,0,57
0,43,108,86,0,0,43
0,46,84,57,0,0,46
0,59,103,72,12,0,59
0,134,117,91,0,0,134
0,96,118,94,0,0,96
0,60,94,89,0,0,60
0,113,114,83,0,0,113
0,71,109,92,15,0,71
0,105,121,80,0,0,105
0,41,112,85,2,0,41
0,5,90,76,0,0,5
0,36,109,81,0,0,36
0,43,107,90,0,0,43
0,61,95,75,0,0,61
0,31,104,78,0,0,31
0,123,103,82,0,0,123
0,36,101,77,0,0,36
0,28,120,87,0,0,28
0,4,115,95,0,0,4
0,202,113,90,12,0,202
0,143,102,81,0,0,143
0,58,102,81,0,0,58
0,83,78,65,0,0,83
0,69,110,84,0,0,69
0,18,96,90,0,0,18
0,91,88,76,0,0,91
0,55,85,63,0,0,55
0,56,134,84,0,0,56
0,155,99,63,0,0,155
0,86,103,83,0,0,86
0,136,119,102,0,0,136
0,93,106,90,7,0,93
0,94,115,72,0,0,94
0,85,120,93,0,0,85
