best_fitness,generation,wrong_actions,loops,dead_ends,distance,first_winner
0,14,104,166,0,0,14
0,7,108,171,0,0,7
0,9,74,167,0,0,9
0,5,107,177,0,0,5
0,5,112,175,0,0,5
0,2,99,164,0,0,2
0,5,96,159,0,0,5
0,13,124,175,0,0,13
0,26,83,137,0,0,26
0,9,112,172,5,0,9
0,18,106,168,2,0,18
0,7,99,169,0,0,7
0,13,87,154,0,0,13
0,2,123,192,0,0,2
0,12,105,182,0,0,12
0,12,92,162,0,0,12
0,19,114,180,4,0,19
0,8,133,177,6,0,8
0,7,111,167,6,0,7
0,18,120,179,14,0,18
0,4,132,188,0,0,4
0,4,102,172,0,0,4
0,5,103,143,0,0,5
0,25,95,149,23,0,25
0,34,80,155,0,0,34
0,18,88,151,5,0,18
0,7,129,185,18,0,7
0,19,104,173,0,0,19
0,4,116,176,4,0,4
0,11,85,142,3,0,11
0,16,104,155,5,0,16
0,6,105,157,0,0,6
0,13,96,170,10,0,13
0,38,108,159,11,0,38
0,9,93,157,0,0,9
0,6,112,165,13,0,6
0,5,119,184,0,0,5
0,15,99,166,0,0,15
0,11,99,159,0,0,11
0,5,107,173,0,0,5
0,15,108,171,0,0,15
0,8,89,165,0,0,8
0,5,108,174,0,0,5
0,18,111,174,0,0,18
0,36,95,160,14,0,36
0,21,102,161,0,0,21
0,8,115,174,0,0,8
0,15,98,157,0,0,15
0,5,97,154,0,0,5
0,24,76,146,0,0,24
0,5,107,166,0,0,5
0,8,86,170,0,0,8
0,10,121,196,0,0,10
0,29,97,159,7,0,29
0,10,74,162,0,0,10
0,3,92,158,0,0,3
0,15,93,158,16,0,15
0,30,78,140,1,0,30
0,8,111,173,2,0,8
0,5,128,177,0,0,5
0,10,104,185,0,0,10
0,11,93,168,0,0,11
0,17,78,136,0,0,17
0,7,117,181,0,0,7
0,20,82,140,0,0,20
0,22,88,161,13,0,22
0,5,76,153,0,0,5
0,8,103,173,12,0,8
0,5,104,170,0,0,5
0,9,121,174,11,0,9
0,13,108,168,2,0,13
0,2,125,180,22,0,2
0,18,98,175,12,0,18
0,13,112,173,0,0,13
0,11,102,174,0,0,11
0,14,74,151,0,0,14
0,14,111,189,0,0,14
0,7,82,139,0,0,7
0,20,86,154,0,0,20
0,20,105,164,5,0,20
0,5,114,177,0,0,5
0,9,112,180,0,0,9
0,10,97,167,3,0,10
0,14,91,163,0,0,14
0,19,112,173,1,0,19
0,23,86,150,11,0,23
0,9,91,166,0,0,9
0,6,93,174,0,0,6
0,35,96,157,0,0,35
0,16,72,147,0,0,16
0,5,95,168,1,0,5
0,5,103,162,4,0,5
0,8,100,166,3,0,8
0,7,119,171,4,0,7
0,5,124,184,0,0,5
0,53,103,163,0,0,53
0,4,112,174,0,0,4
0,19,101,166,10,0,19
0,9,119,182,0,0,9
0,12,89,148,1,0,12
